UNIDADE_MANEJO;N_PARC;AREA_PARC;IDADE;N_ARV;DAP;H_MED;H_COMERCIAL;QUALIDADE
9;22;500,34;10;54;19,2;;;Normal
9;22;500,34;10;55;19,8;;;Normal
9;22;500,34;10;56;15,4;;8,4;Torta
9;22;500,34;10;57;23,2;;;Normal
9;22;500,34;10;58;16,3;;;Normal
9;22;500,34;10;59;19,4;;;Normal
9;22;500,34;10;60;22;;;Bifurcada abaixo DAP
9;22;500,34;10;61;26,1;;;Bifurcada abaixo DAP
9;22;500,34;10;62;25,3;;;Normal
9;22;500,34;10;63;20,4;;;Normal
9;22;500,34;10;64;22,4;;;Normal
9;22;500,34;10;65;13,9;;;Normal
9;22;500,34;10;66;19,2;;;Normal
9;22;500,34;10;67;21,9;;;Normal
9;22;500,34;10;68;20,9;;11,7;Torta
9;22;500,34;10;69;15,5;;;Normal
9;22;500,34;10;70;15,3;;;Normal
9;22;500,34;10;71;15,6;;;Normal
9;22;500,34;10;72;22,3;;;Normal
9;22;500,34;10;73;22,6;;;Normal
9;22;500,34;10;74;20;;;Normal
9;22;500,34;10;75;25,2;;;Normal
9;22;500,34;10;76;20,4;;;Normal
9;22;500,34;10;77;25,9;;;Normal
9;22;500,34;10;78;20,3;;;Normal
9;33;500,34;10;1;23;16,1;;Normal
9;33;500,34;10;2;21;17,4;;Normal
9;33;500,34;10;3;11,2;;8,6;Torta
9;33;500,34;10;4;25;17;;Normal
9;33;500,34;10;5;14;14,8;;Normal
9;33;500,34;10;6;22;18,5;;Normal
9;33;500,34;10;7;19,4;;;Normal
9;33;500,34;10;8;23,2;;;Normal
9;33;500,34;10;9;13,4;;;Normal
9;33;500,34;10;10;23;;;Normal
9;33;500,34;10;11;17,5;;;Normal
9;33;500,34;10;12;16,3;;;Normal
9;33;500,34;10;13;17,4;;;Normal
9;33;500,34;10;14;27;18,1;;Dominante
9;33;500,34;10;15;18,4;;;Normal
9;33;500,34;10;16;18,5;;;Normal
9;33;500,34;10;17;;;;Morta
9;33;500,34;10;18;13,4;;8;Torta
9;33;500,34;10;19;24,7;;14,2;Bifurcada acima DAP
9;33;500,34;10;20;15,9;;;Normal
9;33;500,34;10;21;25,5;;;Normal
9;33;500,34;10;22;18,6;;11,3;Torta
9;33;500,34;10;23;14,2;;;Normal
9;33;500,34;10;24;18,7;;;Normal
9;33;500,34;10;25;18,2;;;Normal
9;33;500,34;10;26;23,4;;;Normal
9;33;500,34;10;27;16,3;;;Normal
9;33;500,34;10;28;11,7;;7,8;Bifurcada acima DAP
9;33;500,34;10;29;18,8;;;Normal
9;33;500,34;10;30;15,4;;;Normal
9;33;500,34;10;31;26;16,1;;Dominante
9;33;500,34;10;32;21,4;;;Normal
9;33;500,34;10;33;14,3;;;Normal
9;33;500,34;10;34;13,8;;;Normal
9;33;500,34;10;35;22,9;;;Normal
9;33;500,34;10;36;20,8;;;Normal
9;33;500,34;10;37;27;18,4;;Dominante
9;33;500,34;10;38;20,8;;;Normal
9;33;500,34;10;39;20,8;;;Normal
9;33;500,34;10;40;24,1;;;Normal
9;33;500,34;10;41;13,5;;13,4;Torta
9;33;500,34;10;42;20,7;;;Normal
9;33;500,34;10;43;;;;Morta
9;33;500,34;10;44;24,6;;;Normal
9;33;500,34;10;45;16,3;;;Normal
9;33;500,34;10;46;23,2;;;Normal
9;33;500,34;10;47;16,4;;6,5;Torta
9;33;500,34;10;48;13,5;;;Normal
9;33;500,34;10;49;18,9;;;Normal
9;33;500,34;10;50;10,1;;;Normal
9;33;500,34;10;51;18,4;;13;Bifurcada acima DAP
9;33;500,34;10;52;23,1;;;Normal
9;33;500,34;10;53;19,4;;;Normal
9;33;500,34;10;54;11,7;;12,1;Torta
9;33;500,34;10;55;23,4;;;Normal
9;33;500,34;10;56;12,1;;14,4;Torta
9;33;500,34;10;57;23,2;;;Normal
9;33;500,34;10;58;21,3;;;Normal
9;33;500,34;10;59;18,1;;11,1;Torta
9;33;500,34;10;60;24,3;;8,2;Bifurcada acima DAP
9;33;500,34;10;61;26;18,2;;Dominante
9;33;500,34;10;62;23,9;;;Normal
9;33;500,34;10;63;11,8;;;Normal
9;33;500,34;10;64;20,9;;;Normal
9;33;500,34;10;65;21,4;;;Normal
9;33;500,34;10;66;18,3;;;Normal
9;33;500,34;10;67;19,8;;;Normal
9;33;500,34;10;68;23,2;;;Normal
9;33;500,34;10;69;21,9;;;Normal
9;33;500,34;10;70;21,9;;5;Bifurcada acima DAP
9;33;500,34;10;71;29;17,1;;Dominante
9;33;500,34;10;72;15,4;;;Normal
9;33;500,34;10;73;14,5;;;Normal
9;33;500,34;10;74;24,6;;;Normal
9;33;500,34;10;75;24,3;;;Normal
9;33;500,34;10;76;17,5;;;Normal
9;33;500,34;10;77;15,9;;;Normal
9;31;515,52;10;1;19;15,9;;Normal
9;31;515,52;10;2;23;16,3;;Normal
9;31;515,52;10;3;17;15,9;;Normal
9;31;515,52;10;4;20;16,2;;Normal
9;31;515,52;10;5;16;14,6;;Normal
9;31;515,52;10;6;27;16,5;;Dominante
9;31;515,52;10;7;21,7;;;Normal
9;31;515,52;10;8;32;17,1;;Dominante
9;31;515,52;10;9;16,9;;;Normal
9;31;515,52;10;10;20,4;;;Normal
9;31;515,52;10;11;23,2;;;Normal
9;31;515,52;10;12;17,5;;;Normal
9;31;515,52;10;13;25,1;;;Normal
9;31;515,52;10;14;12,4;;6;Torta
9;31;515,52;10;15;18,7;;;Normal
9;31;515,52;10;16;18,8;;;Normal
9;31;515,52;10;17;17,6;;;Normal
9;31;515,52;10;18;13,4;;;Normal
9;31;515,52;10;19;24,2;;;Normal
9;31;515,52;10;20;23,2;;14,4;Bifurcada acima DAP
9;31;515,52;10;21;24,7;;;Normal
9;31;515,52;10;22;17,5;;;Normal
9;31;515,52;10;23;25,3;;;Normal
9;31;515,52;10;24;26,2;;;Normal
9;31;515,52;10;25;15,2;;;Normal
9;31;515,52;10;26;20,5;;;Normal
9;31;515,52;10;27;13,7;;10,7;Torta
9;31;515,52;10;28;18,1;;;Normal
9;31;515,52;10;29;25,5;;5,1;Bifurcada acima DAP
9;31;515,52;10;30;18,7;;5,4;Bifurcada acima DAP
9;31;515,52;10;31;21,5;;;Normal
9;31;515,52;10;32;26;15,8;;Dominante
9;31;515,52;10;33;25;;;Normal
9;31;515,52;10;34;24,2;;;Normal
9;31;515,52;10;35;22,1;;;Normal
9;31;515,52;10;36;10,4;;11,5;Torta
9;31;515,52;10;37;25,3;;6,3;Bifurcada acima DAP
9;31;515,52;10;38;15,2;;11,1;Torta
9;31;515,52;10;39;18,3;;;Normal
9;31;515,52;10;40;24,9;;;Normal
9;31;515,52;10;41;23,2;;;Normal
9;31;515,52;10;42;20,8;;;Normal
9;31;515,52;10;43;23,2;;;Normal
9;31;515,52;10;44;19,1;;;Normal
9;31;515,52;10;45;16,5;;13,5;Quebrada
9;31;515,52;10;46;13,7;;;Bifurcada abaixo DAP
9;31;515,52;10;47;17,3;;;Bifurcada abaixo DAP
9;31;515,52;10;48;29;16,5;;Dominante
9;31;515,52;10;49;20,2;;5;Torta
9;31;515,52;10;50;17,5;;;Normal
9;31;515,52;10;51;15,3;;;Normal
9;31;515,52;10;52;16,8;;;Normal
9;31;515,52;10;53;16,9;;9,7;Bifurcada acima DAP
9;31;515,52;10;54;23,4;;;Normal
9;31;515,52;10;55;25,7;;;Normal
9;31;515,52;10;56;22,5;;;Normal
9;31;515,52;10;57;15,5;;13,4;Bifurcada acima DAP
9;31;515,52;10;58;14,8;;13,6;Torta
9;31;515,52;10;59;22,3;;;Normal
9;31;515,52;10;60;19,1;;;Normal
9;31;515,52;10;61;25,6;;;Normal
9;31;515,52;10;62;13,7;;;Bifurcada abaixo DAP
9;31;515,52;10;63;18,7;;;Bifurcada abaixo DAP
9;31;515,52;10;64;23,9;;;Normal
9;31;515,52;10;65;22,1;;;Normal
9;31;515,52;10;66;23,2;;;Normal
9;31;515,52;10;67;15,3;;6,4;Torta
9;31;515,52;10;68;22,8;;;Normal
9;31;515,52;10;69;19,4;;13,3;Torta
9;31;515,52;10;70;21,2;;;Normal
9;31;515,52;10;71;16,5;;13,7;Torta
9;31;515,52;10;72;17,2;;9;Torta
9;31;515,52;10;73;17,5;;;Normal
9;31;515,52;10;74;28;16,8;;Dominante
9;31;515,52;10;75;14,3;;;Normal
9;31;515,52;10;76;23,2;;;Normal
9;31;515,52;10;77;22,7;;;Normal
9;31;515,52;10;78;20,4;;;Normal
9;31;515,52;10;79;22,1;;;Normal
9;31;515,52;10;80;22,4;;;Normal
9;31;515,52;10;81;17,3;;;Normal
9;31;515,52;10;82;25,7;;;Normal
9;15;535,84;10;1;17;17,9;;Normal
9;15;535,84;10;2;16;14,3;;Normal
9;15;535,84;10;3;27;17,9;;Dominante
9;15;535,84;10;4;22;16,7;;Normal
9;15;535,84;10;5;26;17,8;;Dominante
9;15;535,84;10;6;24;18,5;;Normal
9;15;535,84;10;7;27;17,8;;Dominante
9;15;535,84;10;8;25,9;;;Normal
9;15;535,84;10;9;20,3;;12,5;Torta
9;15;535,84;10;10;18,4;;;Normal
9;15;535,84;10;11;12,3;;9;Torta
9;15;535,84;10;12;10,6;;;Normal
9;15;535,84;10;13;13,1;;;Normal
9;15;535,84;10;14;24,1;;;Normal
9;15;535,84;10;15;20,8;;;Normal
9;15;535,84;10;16;16,4;;;Normal
9;15;535,84;10;17;12,5;;;Bifurcada abaixo DAP
9;15;535,84;10;18;16;;;Bifurcada abaixo DAP
9;15;535,84;10;19;23,8;;8,1;Bifurcada acima DAP
9;15;535,84;10;20;18,7;;7,6;Bifurcada acima DAP
9;15;535,84;10;21;21,9;;;Normal
9;15;535,84;10;22;23,8;;7,7;Bifurcada acima DAP
9;15;535,84;10;23;22,3;;;Normal
9;15;535,84;10;24;16,2;;;Normal
9;15;535,84;10;25;22,4;;;Normal
9;15;535,84;10;26;21,7;;;Normal
9;15;535,84;10;27;23,9;;11,6;Bifurcada acima DAP
9;15;535,84;10;28;22,3;;;Normal
9;15;535,84;10;29;23,6;;;Normal
9;15;535,84;10;30;17,4;;;Normal
9;15;535,84;10;31;22,5;;;Normal
9;15;535,84;10;32;21,1;;;Normal
9;15;535,84;10;33;30;19;;Dominante
9;15;535,84;10;34;10,4;;;Normal
9;15;535,84;10;35;23,2;;;Normal
9;15;535,84;10;36;21,7;;;Normal
9;15;535,84;10;37;16,4;;;Normal
9;15;535,84;10;38;20,8;;;Normal
9;15;535,84;10;39;16,9;;;Normal
9;15;535,84;10;40;15,7;;;Normal
9;15;535,84;10;41;17,8;;;Normal
9;15;535,84;10;42;17,9;;;Normal
9;15;535,84;10;43;19,6;;;Normal
9;15;535,84;10;44;22,6;;;Normal
9;15;535,84;10;45;25,9;;10,8;Bifurcada acima DAP
9;15;535,84;10;46;24,5;;;Normal
9;15;535,84;10;47;11,6;;12,5;Torta
9;15;535,84;10;48;9,8;;7,5;Torta
9;15;535,84;10;49;26;17,8;;Normal
9;15;535,84;10;50;18,4;;;Normal
9;15;535,84;10;51;12,3;;;Normal
9;15;535,84;10;52;25,4;;;Normal
9;15;535,84;10;53;18,3;;;Normal
9;15;535,84;10;54;19,8;;14,4;Bifurcada acima DAP
9;15;535,84;10;55;26,3;;;Normal
9;15;535,84;10;56;17,9;;;Normal
9;15;535,84;10;57;26,2;;7;Bifurcada acima DAP
9;15;535,84;10;58;19,4;;13,2;Bifurcada acima DAP
9;15;535,84;10;59;23,2;;;Normal
9;15;535,84;10;60;27;18,1;;Dominante
9;15;535,84;10;61;24,3;;;Normal
9;15;535,84;10;62;14,9;;;Bifurcada abaixo DAP
9;15;535,84;10;63;16,4;;;Bifurcada abaixo DAP
9;15;535,84;10;64;22,5;;;Normal
9;15;535,84;10;65;24,3;;;Normal
9;15;535,84;10;66;28,7;;13,8;Torta
9;15;535,84;10;67;17,6;;10,5;Bifurcada acima DAP
9;15;535,84;10;68;16,4;;12,7;Bifurcada acima DAP
9;15;535,84;10;69;27,3;;5,5;Quebrada
9;16;500,34;10;1;19;13,4;;Normal
9;16;500,34;10;2;13;11,1;;Normal
9;16;500,34;10;3;10,3;;13,4;Torta
9;16;500,34;10;4;12;10,5;;Normal
9;16;500,34;10;5;18;10,8;;Normal
9;16;500,34;10;6;16;10,9;;Normal
9;16;500,34;10;7;17;12,7;;Normal
9;16;500,34;10;8;15,7;;;Normal
9;16;500,34;10;9;21,8;;;Normal
9;16;500,34;10;10;24,1;;;Normal
9;16;500,34;10;11;12,9;;;Normal
9;16;500,34;10;12;8,3;;;Normal
9;16;500,34;10;13;20,7;;;Normal
9;16;500,34;10;14;17,5;;;Normal
9;16;500,34;10;15;18,3;;;Normal
9;16;500,34;10;16;21,5;;;Normal
9;16;500,34;10;17;14,6;;;Normal
9;16;500,34;10;18;14,7;;8,4;Bifurcada acima DAP
9;16;500,34;10;19;17,5;;;Normal
9;16;500,34;10;20;16,8;;;Normal
9;16;500,34;10;21;14,3;;;Normal
9;16;500,34;10;22;8,6;;10,4;Torta
9;16;500,34;10;23;9,6;;;Normal
9;16;500,34;10;24;25;14,3;;Dominante
9;16;500,34;10;25;21,2;;;Normal
9;16;500,34;10;26;26,1;;12,1;Bifurcada acima DAP
9;16;500,34;10;27;17,5;;;Normal
9;16;500,34;10;28;19,6;;;Normal
9;16;500,34;10;29;22,8;;;Normal
9;16;500,34;10;30;22,9;;;Bifurcada abaixo DAP
9;16;500,34;10;31;23,4;;;Bifurcada abaixo DAP
9;16;500,34;10;32;25;;7,4;Bifurcada acima DAP
9;16;500,34;10;33;16,9;;;Normal
9;16;500,34;10;34;15,4;;;Normal
9;16;500,34;10;35;12,8;;;Normal
9;16;500,34;10;36;16,7;;;Normal
9;16;500,34;10;37;23,5;;;Normal
9;16;500,34;10;38;26,9;;14,8;Bifurcada acima DAP
9;16;500,34;10;39;22,7;;;Normal
9;16;500,34;10;40;28,9;;5,4;Bifurcada acima DAP
9;16;500,34;10;41;;;;Morta
9;16;500,34;10;42;24,5;;;Normal
9;16;500,34;10;43;22,8;;;Normal
9;16;500,34;10;44;23,1;;;Normal
9;16;500,34;10;45;24;;;Normal
9;16;500,34;10;46;20,2;;5,6;Bifurcada acima DAP
9;16;500,34;10;47;21,7;;;Normal
9;16;500,34;10;48;12,5;;;Bifurcada abaixo DAP
9;16;500,34;10;49;13,8;;;Bifurcada abaixo DAP
9;16;500,34;10;50;16,9;;;Normal
9;16;500,34;10;51;22,3;;;Normal
9;16;500,34;10;52;13,1;;;Normal
9;16;500,34;10;53;16,5;;;Normal
9;16;500,34;10;54;22,1;;;Normal
9;16;500,34;10;55;11,7;;8,2;Torta
9;16;500,34;10;56;22;;13,6;Bifurcada acima DAP
9;16;500,34;10;57;12,7;;;Bifurcada abaixo DAP
9;16;500,34;10;58;18,1;;;Bifurcada abaixo DAP
9;16;500,34;10;59;19,4;;;Normal
9;16;500,34;10;60;18,2;;7,8;Bifurcada acima DAP
9;16;500,34;10;61;21;;8,2;Bifurcada acima DAP
9;16;500,34;10;62;25;16,9;;Dominante
9;16;500,34;10;63;;;;Morta
9;16;500,34;10;64;18,4;;5,3;Bifurcada acima DAP
9;16;500,34;10;65;21,3;;;Normal
9;16;500,34;10;66;13,8;;;Bifurcada abaixo DAP
9;16;500,34;10;67;19,1;;;Bifurcada abaixo DAP
9;16;500,34;10;68;15,7;;5,8;Bifurcada acima DAP
9;16;500,34;10;69;30;17,6;;Dominante
9;16;500,34;10;70;17,3;;;Normal
9;16;500,34;10;71;25;16,7;;Dominante
9;16;500,34;10;72;25;18,1;;Dominante
9;16;500,34;10;73;16,3;;;Normal
9;16;500,34;10;74;21;;;Normal
9;16;500,34;10;75;23,6;;;Normal
9;16;500,34;10;76;;;;Morta
9;16;500,34;10;77;17,8;;;Normal
9;16;500,34;10;78;18,9;;;Normal
9;28;515,52;10;1;9,8;;12,5;Torta
9;28;515,52;10;2;22;15,7;;Normal
9;28;515,52;10;3;25;16,7;;Normal
9;28;515,52;10;4;20,2;;5,5;Torta
9;28;515,52;10;5;24;16,2;;Normal
9;28;515,52;10;6;21;16,2;;Normal
9;28;515,52;10;7;21;17,2;;Normal
9;28;515,52;10;8;23;16,4;;Normal
9;28;515,52;10;9;21,4;;;Normal
9;28;515,52;10;10;22,1;;;Normal
9;28;515,52;10;11;23,2;;;Normal
9;28;515,52;10;12;27;18,2;;Dominante
9;28;515,52;10;13;22;;;Normal
9;28;515,52;10;14;25,9;;5,8;Bifurcada acima DAP
9;28;515,52;10;15;20,9;;;Normal
9;28;515,52;10;16;19,6;;6,1;Bifurcada acima DAP
9;28;515,52;10;17;19,6;;;Normal
9;28;515,52;10;18;20,5;;;Normal
9;28;515,52;10;19;21,4;;;Normal
9;28;515,52;10;20;27;16,2;;Dominante
9;28;515,52;10;21;22;;;Normal
9;28;515,52;10;22;14,9;;;Normal
9;28;515,52;10;23;13,5;;;Bifurcada abaixo DAP
9;28;515,52;10;24;14,1;;;Bifurcada abaixo DAP
9;28;515,52;10;25;28;17,6;;Dominante
9;28;515,52;10;26;14,6;;;Normal
9;28;515,52;10;27;23,1;;;Normal
9;28;515,52;10;28;23,9;;;Normal
9;28;515,52;10;29;25,4;;;Normal
9;28;515,52;10;30;25,2;;;Bifurcada abaixo DAP
9;28;515,52;10;31;25,7;;;Bifurcada abaixo DAP
9;28;515,52;10;32;26,1;;;Normal
9;28;515,52;10;33;23,4;;9,4;Bifurcada acima DAP
9;28;515,52;10;34;;;;Morta
9;28;515,52;10;35;22,3;;;Normal
9;28;515,52;10;36;20,3;;13,1;Bifurcada acima DAP
9;28;515,52;10;37;29;16,8;;Dominante
9;28;515,52;10;38;16,9;;;Normal
9;28;515,52;10;39;28;16,5;;Dominante
9;28;515,52;10;40;16,4;;;Normal
9;28;515,52;10;41;26,1;;9,3;Bifurcada acima DAP
9;28;515,52;10;42;13,9;;14;Torta
9;28;515,52;10;43;9,5;;6,2;Torta
9;28;515,52;10;44;13,6;;;Bifurcada abaixo DAP
9;28;515,52;10;45;16,1;;;Bifurcada abaixo DAP
9;28;515,52;10;46;23,2;;;Normal
9;28;515,52;10;47;21,7;;9,7;Bifurcada acima DAP
9;28;515,52;10;48;22,4;;9,6;Torta
9;28;515,52;10;49;24,7;;14,2;Bifurcada acima DAP
9;28;515,52;10;50;23,6;;10,5;Bifurcada acima DAP
9;28;515,52;10;51;16,4;;;Normal
9;28;515,52;10;52;22,4;;;Normal
9;28;515,52;10;53;22,7;;;Normal
9;28;515,52;10;54;17,3;;;Normal
9;28;515,52;10;55;21,9;;;Normal
9;28;515,52;10;56;19,3;;;Normal
9;28;515,52;10;57;16,5;;;Normal
9;28;515,52;10;58;19,9;;;Bifurcada abaixo DAP
9;28;515,52;10;59;29,4;;;Bifurcada abaixo DAP
9;28;515,52;10;60;14,6;;;Normal
9;28;515,52;10;61;23,2;;;Normal
9;28;515,52;10;62;23;;;Normal
9;28;515,52;10;63;11,1;;6,8;Torta
9;28;515,52;10;64;25,5;;;Normal
9;28;515,52;10;65;21,3;;;Normal
9;28;515,52;10;66;20,9;;;Normal
9;28;515,52;10;67;20,3;;;Normal
9;28;515,52;10;68;22,4;;7,3;Torta
9;28;515,52;10;69;21,3;;5,7;Bifurcada acima DAP
9;28;515,52;10;70;22,9;;;Normal
9;28;515,52;10;71;10;;12,2;Torta
9;28;515,52;10;72;28,3;;7,6;Bifurcada acima DAP
9;28;515,52;10;73;21,7;;;Normal
9;28;515,52;10;74;17,9;;;Normal
9;28;515,52;10;75;18,4;;;Normal
9;28;515,52;10;76;23,2;;;Normal
9;28;515,52;10;77;14,5;;7,8;Torta
9;28;515,52;10;78;18,1;;;Normal
9;28;515,52;10;79;13,3;;;Bifurcada abaixo DAP
9;28;515,52;10;80;17,9;;;Bifurcada abaixo DAP
9;21;500,34;10;1;24,7;;9,4;Bifurcada acima DAP
9;21;500,34;10;2;;;;Morta
9;21;500,34;10;3;22;17,5;;Normal
9;21;500,34;10;4;22;18,7;;Normal
9;21;500,34;10;5;17;15,7;;Normal
9;21;500,34;10;6;19;18,4;;Normal
9;21;500,34;10;7;17;17,7;;Normal
9;21;500,34;10;8;17,5;;;Normal
9;21;500,34;10;9;16,3;;;Normal
9;21;500,34;10;10;9,2;;;Normal
9;21;500,34;10;11;21,7;;;Normal
9;21;500,34;10;12;21,8;;;Normal
9;21;500,34;10;13;13,4;;;Normal
9;21;500,34;10;14;18,5;;;Normal
9;21;500,34;10;15;20,9;;;Normal
9;21;500,34;10;16;19,1;;7,1;Torta
9;21;500,34;10;17;15,8;;7,3;Torta
9;21;500,34;10;18;22,1;;;Normal
9;21;500,34;10;19;20,7;;15,6;Bifurcada acima DAP
9;21;500,34;10;20;;;;Morta
9;21;500,34;10;21;29;18,4;;Dominante
9;21;500,34;10;22;16,8;;;Normal
9;21;500,34;10;23;26;18,5;;Dominante
9;21;500,34;10;24;17,9;;;Normal
9;21;500,34;10;25;24,6;;;Normal
9;21;500,34;10;26;19,2;;;Normal
9;21;500,34;10;27;18;;13,3;Torta
9;21;500,34;10;28;18,7;;13,7;Torta
9;21;500,34;10;29;19,9;;;Normal
9;21;500,34;10;30;26,6;;14,9;Bifurcada acima DAP
9;21;500,34;10;31;22,7;;;Normal
9;21;500,34;10;32;17,3;;;Normal
9;21;500,34;10;33;19,4;;;Normal
9;21;500,34;10;34;21,8;;;Normal
9;21;500,34;10;35;28;19,5;;Dominante
9;21;500,34;10;36;19,8;;;Normal
9;21;500,34;10;37;20,7;;15,9;Bifurcada acima DAP
9;21;500,34;10;38;22,5;;;Normal
9;21;500,34;10;39;18,4;;;Normal
9;21;500,34;10;40;22,7;;;Normal
9;21;500,34;10;41;12,9;;5,9;Quebrada
9;21;500,34;10;42;18,6;;;Normal
9;21;500,34;10;43;19,1;;;Normal
9;21;500,34;10;44;22,8;;;Normal
9;21;500,34;10;45;23,7;;;Normal
9;21;500,34;10;46;21,9;;14;Bifurcada acima DAP
9;21;500,34;10;47;19,4;;;Normal
9;21;500,34;10;48;19,5;;;Normal
9;21;500,34;10;49;20,3;;;Normal
9;21;500,34;10;50;15,7;;;Normal
9;21;500,34;10;51;22,5;;;Normal
9;21;500,34;10;52;14,4;;;Normal
9;21;500,34;10;53;19,8;;;Normal
9;21;500,34;10;54;23,4;;;Normal
9;21;500,34;10;55;24,6;;;Normal
9;21;500,34;10;56;12,3;;14,3;Torta
9;21;500,34;10;57;22,9;;;Normal
9;21;500,34;10;58;23,4;;;Normal
9;21;500,34;10;59;21,9;;;Normal
9;21;500,34;10;60;13,9;;5,5;Torta
9;21;500,34;10;61;19;;;Normal
9;21;500,34;10;62;25;19,7;;Dominante
9;21;500,34;10;63;20,4;;;Normal
9;21;500,34;10;64;22,3;;;Normal
9;21;500,34;10;65;17,8;;;Normal
9;21;500,34;10;66;18,4;;;Normal
9;21;500,34;10;67;20,5;;;Normal
9;21;500,34;10;68;;;;Morta
9;21;500,34;10;69;19,7;;;Normal
9;21;500,34;10;70;23,3;;10,9;Bifurcada acima DAP
9;21;500,34;10;71;26;21,5;;Dominante
9;21;500,34;10;72;19,3;;;Normal
9;21;500,34;10;73;22,9;;;Normal
9;21;500,34;10;74;16,2;;7,5;Quebrada
9;21;500,34;10;75;21,4;;;Normal
9;21;500,34;10;76;17,8;;;Normal
9;21;500,34;10;77;20,5;;;Normal
9;21;500,34;10;78;;;;Morta
9;21;500,34;10;79;23,7;;;Normal
9;21;500,34;10;80;13,7;;;Normal
9;21;500,34;10;81;22,6;;;Normal
9;21;500,34;10;82;28,9;;12,1;Bifurcada acima DAP
9;17;500,34;10;1;23,5;;16,9;Torta
9;17;500,34;10;2;14,5;;6,8;Torta
9;17;500,34;10;3;25;17,9;;Normal
9;17;500,34;10;4;18;17,7;;Normal
9;17;500,34;10;5;19;16,8;;Normal
9;17;500,34;10;6;21;17,3;;Normal
9;17;500,34;10;7;15,7;;9;Torta
9;17;500,34;10;8;20;15,8;;Normal
9;17;500,34;10;9;25,1;;;Normal
9;17;500,34;10;10;20,7;;16,3;Torta
9;17;500,34;10;11;15,4;;;Normal
9;17;500,34;10;12;23,8;;13,7;Torta
9;17;500,34;10;13;25,2;;;Normal
9;17;500,34;10;14;26;18,5;;Normal
9;17;500,34;10;15;24,6;;;Normal
9;17;500,34;10;16;18,6;;;Normal
9;17;500,34;10;17;;;;Morta
9;17;500,34;10;18;20,4;;;Normal
9;17;500,34;10;19;;;;Morta
9;17;500,34;10;20;19,8;;;Normal
9;17;500,34;10;21;;;;Morta
9;17;500,34;10;22;20,7;;;Normal
9;17;500,34;10;23;23,4;;5,4;Torta
9;17;500,34;10;24;18;;;Normal
9;17;500,34;10;25;17,9;;;Normal
9;17;500,34;10;26;20,2;;;Normal
9;17;500,34;10;27;20,2;;;Normal
9;17;500,34;10;28;27;21,1;;Dominante
9;17;500,34;10;29;13,4;;16,5;Torta
9;17;500,34;10;30;24;;11,1;Bifurcada acima DAP
9;17;500,34;10;31;10,2;;16,7;Torta
9;17;500,34;10;32;;;;Morta
9;17;500,34;10;33;32;20,9;;Dominante
9;17;500,34;10;34;20;;;Normal
9;17;500,34;10;35;23,4;;;Normal
9;17;500,34;10;36;25,9;;;Normal
9;17;500,34;10;37;;;;Morta
9;17;500,34;10;38;27;18,3;;Normal
9;17;500,34;10;39;17,3;;;Normal
9;17;500,34;10;40;16,5;;13,5;Torta
9;17;500,34;10;41;19,4;;;Normal
9;17;500,34;10;42;27;19,2;;Normal
9;17;500,34;10;43;17,9;;;Normal
9;17;500,34;10;44;27,7;;16,2;Torta
9;17;500,34;10;45;20,9;;;Normal
9;17;500,34;10;46;23,4;;5,6;Torta
9;17;500,34;10;47;17,8;;11,5;Bifurcada acima DAP
9;17;500,34;10;48;23,4;;;Normal
9;17;500,34;10;49;21,7;;;Normal
9;17;500,34;10;50;;;;Morta
9;17;500,34;10;51;22,8;;13,1;Torta
9;17;500,34;10;52;22,4;;9,7;Torta
9;17;500,34;10;53;;;;Morta
9;17;500,34;10;54;16,8;;;Normal
9;17;500,34;10;55;14,9;;;Normal
9;17;500,34;10;56;21,7;;;Normal
9;17;500,34;10;57;26,9;;;Normal
9;17;500,34;10;58;19,4;;5,7;Torta
9;17;500,34;10;59;20,6;;9,4;Bifurcada acima DAP
9;17;500,34;10;60;;;;Morta
9;17;500,34;10;61;24,7;;11,3;Torta
9;17;500,34;10;62;20,2;;14,2;Torta
9;17;500,34;10;63;;;;Morta
9;17;500,34;10;64;24,6;;;Normal
9;17;500,34;10;65;15,3;;5,4;Torta
9;17;500,34;10;66;25,9;;;Normal
9;17;500,34;10;67;15,8;;11,6;Torta
9;17;500,34;10;68;22,5;;;Normal
9;17;500,34;10;69;23,1;;;Normal
9;17;500,34;10;70;32;19,3;;Dominante
9;17;500,34;10;71;11,7;;9,2;Torta
9;17;500,34;10;72;28;19,1;;Dominante
9;17;500,34;10;73;20,7;;;Normal
9;17;500,34;10;74;17,5;;;Normal
9;17;500,34;10;75;28;20,1;;Dominante
9;17;500,34;10;76;18,4;;;Normal
9;17;500,34;10;77;24,3;;10,2;Torta
9;17;500,34;10;78;20,2;;;Normal
9;17;500,34;10;79;15,5;;;Normal
9;17;500,34;10;80;20,9;;;Normal
9;17;500,34;10;81;22,8;;;Normal
9;17;500,34;10;82;16,4;;;Normal
9;30;515,52;10;1;24;18,1;;Normal
9;30;515,52;10;2;18,7;;6;Bifurcada acima DAP
9;30;515,52;10;3;21,5;;;Bifurcada abaixo DAP
9;30;515,52;10;4;25;16;;Normal
9;30;515,52;10;5;28;18;;Dominante
9;30;515,52;10;6;16;16,2;;Normal
9;30;515,52;10;7;17;15,9;;Normal
9;30;515,52;10;8;25;17,3;;Normal
9;30;515,52;10;9;8,9;;9;Torta
