UNIDADE_MANEJO;N_PARC;AREA_PARC;IDADE;N_ARV;DAP;H_MED;H_COMERCIAL;QUALIDADE
4;12;500,34;14;24;29,6;;18,5;Bifurcada acima DAP
4;12;500,34;14;25;29;23,5;;Dominante
4;12;500,34;14;26;;;;Morta
4;12;500,34;14;27;32;23;;Dominante
4;12;500,34;14;28;22,5;;;Normal
4;12;500,34;14;29;;;;Morta
4;12;500,34;14;30;20,3;;;Normal
4;12;500,34;14;31;23,2;;;Normal
4;12;500,34;14;32;26,1;;18;Bifurcada acima DAP
4;12;500,34;14;33;;;;Morta
4;12;500,34;14;34;27,5;;;Normal
4;12;500,34;14;35;18,3;;;Normal
4;12;500,34;14;36;27,5;;;Normal
4;12;500,34;14;37;13;;9,6;Torta
4;12;500,34;14;38;26,3;;;Normal
4;12;500,34;14;39;21,9;;16,9;Torta
4;12;500,34;14;40;23,5;;;Normal
4;12;500,34;14;41;25,9;;19,4;Torta
4;12;500,34;14;42;25,3;;;Normal
4;12;500,34;14;43;24,8;;;Normal
4;12;500,34;14;44;25,7;;;Normal
4;12;500,34;14;45;27,1;;;Normal
4;12;500,34;14;46;21,3;;;Normal
4;12;500,34;14;47;26,2;;;Normal
4;12;500,34;14;48;16,2;;11,4;Torta
4;12;500,34;14;49;24,6;;;Normal
4;12;500,34;14;50;15,8;;18,9;Torta
4;12;500,34;14;51;19,4;;;Normal
4;12;500,34;14;52;28;22;;Normal
4;12;500,34;14;53;23,5;;;Normal
4;12;500,34;14;54;27,5;;;Normal
4;12;500,34;14;55;23,2;;10,3;Bifurcada acima DAP
4;12;500,34;14;56;26,5;;;Normal
4;12;500,34;14;57;;;;Morta
4;12;500,34;14;58;31;21,8;;Dominante
4;12;500,34;14;59;;;;Morta
4;12;500,34;14;60;;;;Morta
4;12;500,34;14;61;16,5;;;Normal
4;12;500,34;14;62;24,9;;;Normal
4;12;500,34;14;63;18,1;;;Normal
4;12;500,34;14;64;26,3;;;Normal
4;12;500,34;14;65;26,5;;;Normal
4;12;500,34;14;66;25,3;;;Normal
4;12;500,34;14;67;23,2;;;Normal
4;12;500,34;14;68;26,7;;;Normal
4;12;500,34;14;69;;;;Morta
4;12;500,34;14;70;28,1;;;Normal
4;12;500,34;14;71;15,6;;;Normal
4;12;500,34;14;72;23,2;;;Normal
4;12;500,34;14;73;18,9;;;Normal
4;12;500,34;14;74;16,5;;;Normal
4;6;500,34;14;1;23,2;;8,6;Bifurcada acima DAP
4;6;500,34;14;2;25;23,5;;Normal
4;6;500,34;14;3;;;;Morta
4;6;500,34;14;4;26;22,7;;Normal
4;6;500,34;14;5;31;24,6;;Normal
4;6;500,34;14;6;26;24,9;;Normal
4;6;500,34;14;7;21,7;;10;Torta
4;6;500,34;14;8;32;24,8;;Dominante
4;6;500,34;14;9;23;24,7;;Normal
4;6;500,34;14;10;19,2;;;Normal
4;6;500,34;14;11;21,6;;;Normal
4;6;500,34;14;12;23,2;;;Normal
4;6;500,34;14;13;16,4;;14,4;Torta
4;6;500,34;14;14;28,2;;;Normal
4;6;500,34;14;15;;;;Morta
4;6;500,34;14;16;22,2;;;Normal
4;6;500,34;14;17;18,9;;;Normal
4;6;500,34;14;18;19,3;;;Normal
4;6;500,34;14;19;17,4;;;Normal
4;6;500,34;14;20;;;;Morta
4;6;500,34;14;21;24,6;;;Normal
4;6;500,34;14;22;23,2;;;Normal
4;6;500,34;14;23;;;;Morta
4;6;500,34;14;24;23,1;;;Normal
4;6;500,34;14;25;28,9;;;Normal
4;6;500,34;14;26;16,6;;;Normal
4;6;500,34;14;27;22,1;;17;Torta
4;6;500,34;14;28;27,2;;;Normal
4;6;500,34;14;29;25,3;;;Normal
4;6;500,34;14;30;18,9;;16,4;Torta
4;6;500,34;14;31;17,5;;;Bifurcada abaixo DAP
4;6;500,34;14;32;19,1;;;Bifurcada abaixo DAP
4;6;500,34;14;33;26,2;;;Normal
4;6;500,34;14;34;30,5;;;Normal
4;6;500,34;14;35;32;25,2;;Dominante
4;6;500,34;14;36;30,8;;;Normal
4;6;500,34;14;37;19,3;;14;Torta
4;6;500,34;14;38;23,4;;;Normal
4;6;500,34;14;39;33;24,1;;Dominante
4;6;500,34;14;40;;;;Morta
4;6;500,34;14;41;25,2;;;Normal
4;6;500,34;14;42;20,3;;;Normal
4;6;500,34;14;43;16,1;;;Normal
4;6;500,34;14;44;17,8;;12,5;Torta
4;6;500,34;14;45;20,3;;18,2;Torta
4;6;500,34;14;46;20,9;;12,7;Quebrada
4;6;500,34;14;47;22,3;;;Normal
4;6;500,34;14;48;22,6;;;Normal
4;6;500,34;14;49;20,7;;;Normal
4;6;500,34;14;50;;;;Morta
4;6;500,34;14;51;18,5;;17,3;Torta
4;6;500,34;14;52;27,3;;;Normal
4;6;500,34;14;53;;;;Morta
4;6;500,34;14;54;12,1;;;Normal
4;6;500,34;14;55;23,2;;;Normal
4;6;500,34;14;56;15,6;;;Normal
4;6;500,34;14;57;18,1;;;Normal
4;6;500,34;14;58;23,2;;;Normal
4;6;500,34;14;59;22,1;;;Normal
4;6;500,34;14;60;;;;Morta
4;6;500,34;14;61;18,3;;;Normal
4;6;500,34;14;62;38;26,4;;Dominante
4;6;500,34;14;63;23,2;;;Normal
4;6;500,34;14;64;22,7;;14,2;Torta
4;6;500,34;14;65;20,1;;18,5;Quebrada
4;6;500,34;14;66;22,3;;10,9;Torta
4;6;500,34;14;67;25,1;;;Normal
4;6;500,34;14;68;25,3;;15,4;Torta
4;6;500,34;14;69;22,3;;;Normal
4;6;500,34;14;70;19,1;;10,1;Bifurcada acima DAP
4;6;500,34;14;71;33;25,6;;Dominante
4;6;500,34;14;72;;;;Morta
4;6;500,34;14;73;21,3;;;Normal
4;6;500,34;14;74;29,8;;;Normal
4;6;500,34;14;75;26,7;;;Normal
4;6;500,34;14;76;;;;Morta
4;6;500,34;14;77;24,3;;15,9;Torta
4;6;500,34;14;78;17,2;;;Normal
4;15;500,34;14;1;25;20;;Normal
4;15;500,34;14;2;34;22,3;;Dominante
4;15;500,34;14;3;29,7;;15,7;Bifurcada acima DAP
4;15;500,34;14;4;22,9;;10,7;Bifurcada acima DAP
4;15;500,34;14;5;21,6;;10,7;Torta
4;15;500,34;14;6;20;21,4;;Normal
4;15;500,34;14;7;18,3;;14,4;Torta
4;15;500,34;14;8;29;21,6;;Dominante
4;15;500,34;14;9;25;19,7;;Normal
4;15;500,34;14;10;25,1;;11;Bifurcada acima DAP
4;15;500,34;14;11;27;20,9;;Normal
4;15;500,34;14;12;22;20,2;;Normal
4;15;500,34;14;13;13,4;;15;Torta
4;15;500,34;14;14;27,8;;14,7;Torta
4;15;500,34;14;15;26,9;;;Normal
4;15;500,34;14;16;22,1;;;Normal
4;15;500,34;14;17;27,8;;;Normal
4;15;500,34;14;18;20,4;;;Normal
4;15;500,34;14;19;20,6;;;Normal
4;15;500,34;14;20;15,3;;13,1;Torta
4;15;500,34;14;21;22,7;;;Normal
4;15;500,34;14;22;27,8;;;Normal
4;15;500,34;14;23;;;;Morta
4;15;500,34;14;24;26,9;;;Normal
4;15;500,34;14;25;;;;Morta
4;15;500,34;14;26;18,3;;;Normal
4;15;500,34;14;27;14,2;;15;Torta
4;15;500,34;14;28;28;21,3;;Dominante
4;15;500,34;14;29;26,7;;;Normal
4;15;500,34;14;30;25;;6,6;Torta
4;15;500,34;14;31;25,9;;;Normal
4;15;500,34;14;32;24,2;;;Normal
4;15;500,34;14;33;30;20,2;;Dominante
4;15;500,34;14;34;11,5;;5,2;Torta
4;15;500,34;14;35;21,3;;;Normal
4;15;500,34;14;36;15,2;;;Normal
4;15;500,34;14;37;22,6;;;Normal
4;15;500,34;14;38;24,9;;;Normal
4;15;500,34;14;39;32;21,5;;Dominante
4;15;500,34;14;40;23,6;;;Normal
4;15;500,34;14;41;22,5;;;Normal
4;15;500,34;14;42;24,6;;;Normal
4;15;500,34;14;43;28,7;;17,3;Torta
4;15;500,34;14;44;;;;Morta
4;15;500,34;14;45;20,2;;19;Bifurcada acima DAP
4;15;500,34;14;46;26,3;;14,7;Torta
4;15;500,34;14;47;18,3;;16,3;Torta
4;15;500,34;14;48;16,7;;;Normal
4;15;500,34;14;49;18,9;;;Normal
4;15;500,34;14;50;28,5;;13,5;Bifurcada acima DAP
4;15;500,34;14;51;27,3;;;Normal
4;15;500,34;14;52;20,3;;;Normal
4;15;500,34;14;53;15,1;;;Normal
4;15;500,34;14;54;25,2;;;Normal
4;15;500,34;14;55;22,1;;11;Bifurcada acima DAP
4;15;500,34;14;56;21,9;;;Normal
4;15;500,34;14;57;16,2;;;Normal
4;15;500,34;14;58;21,8;;;Normal
4;15;500,34;14;59;22,9;;;Normal
4;15;500,34;14;60;24,6;;19;Bifurcada acima DAP
4;15;500,34;14;61;22,8;;8,2;Bifurcada acima DAP
4;15;500,34;14;62;21,6;;18;Torta
4;15;500,34;14;63;24,2;;;Normal
4;15;500,34;14;64;17,5;;;Normal
4;15;500,34;14;65;25,6;;;Normal
4;15;500,34;14;66;20,2;;;Normal
4;15;500,34;14;67;26,7;;;Normal
4;15;500,34;14;68;18,6;;;Normal
4;15;500,34;14;69;22,1;;;Normal
4;8;500,34;14;1;19;20,4;;Normal
4;8;500,34;14;2;14;17,3;;Normal
4;8;500,34;14;3;;;;Morta
4;8;500,34;14;4;;;;Morta
4;8;500,34;14;5;28;22,5;;Normal
4;8;500,34;14;6;19;21,2;;Normal
4;8;500,34;14;7;23;20,7;;Normal
4;8;500,34;14;8;17,6;;;Normal
4;8;500,34;14;9;26,4;;;Normal
4;8;500,34;14;10;21,3;;;Normal
4;8;500,34;14;11;23,6;;;Normal
4;8;500,34;14;12;21,7;;;Normal
4;8;500,34;14;13;25,2;;;Normal
4;8;500,34;14;14;;;;Morta
4;8;500,34;14;15;26,1;;;Normal
4;8;500,34;14;16;26,3;;;Normal
4;8;500,34;14;17;24,3;;;Normal
4;8;500,34;14;18;23,2;;12,7;Bifurcada acima DAP
4;8;500,34;14;19;26,1;;;Normal
4;8;500,34;14;20;19,2;;;Normal
4;8;500,34;14;21;25,3;;;Normal
4;8;500,34;14;22;20,2;;;Normal
4;8;500,34;14;23;25,1;;;Normal
4;8;500,34;14;24;34;22,5;;Dominante
4;8;500,34;14;25;27,9;;;Normal
4;8;500,34;14;26;20,2;;;Normal
4;8;500,34;14;27;34;23;;Dominante
4;8;500,34;14;28;36;23,3;;Dominante
4;8;500,34;14;29;22,7;;11,8;Torta
4;8;500,34;14;30;22,8;;;Normal
4;8;500,34;14;31;22,6;;;Normal
4;8;500,34;14;32;23,4;;;Normal
4;8;500,34;14;33;25,6;;;Normal
4;8;500,34;14;34;27,2;;;Normal
4;8;500,34;14;35;;;;Morta
4;8;500,34;14;36;31;23;;Normal
4;8;500,34;14;37;25,2;;;Normal
4;8;500,34;14;38;30,3;;;Normal
4;8;500,34;14;39;;;;Morta
4;8;500,34;14;40;27,6;;;Normal
4;8;500,34;14;41;23,2;;;Normal
4;8;500,34;14;42;32,3;;10,5;Bifurcada acima DAP
4;8;500,34;14;43;20,4;;;Normal
4;8;500,34;14;44;;;;Morta
4;8;500,34;14;45;35;23,8;;Dominante
4;8;500,34;14;46;24,1;;;Normal
4;8;500,34;14;47;25,6;;;Normal
4;8;500,34;14;48;27,8;;;Normal
4;8;500,34;14;49;31;24,2;;Dominante
4;8;500,34;14;50;26,1;;18,5;Torta
4;8;500,34;14;51;18,3;;18;Torta
4;8;500,34;14;52;22,3;;;Normal
4;8;500,34;14;53;29,6;;18,8;Torta
4;8;500,34;14;54;;;;Morta
4;8;500,34;14;55;20,4;;11,8;Torta
4;8;500,34;14;56;22,1;;;Normal
4;8;500,34;14;57;25,2;;;Normal
4;8;500,34;14;58;25,1;;;Normal
4;8;500,34;14;59;16,8;;8,4;Torta
4;8;500,34;14;60;26,9;;;Normal
4;8;500,34;14;61;30,3;;17,2;Bifurcada acima DAP
4;8;500,34;14;62;24,8;;;Normal
4;8;500,34;14;63;15,1;;13,8;Torta
4;8;500,34;14;64;30,6;;;Normal
4;8;500,34;14;65;24,8;;;Normal
4;8;500,34;14;66;28,7;;14,4;Torta
4;3;500,34;14;1;26;21,2;;Normal
4;3;500,34;14;2;19,1;;6,8;Bifurcada acima DAP
4;3;500,34;14;3;22,3;;13,7;Torta
4;3;500,34;14;4;28;22,2;;Normal
4;3;500,34;14;5;36,8;;5,6;Bifurcada acima DAP
4;3;500,34;14;6;20;21,2;;Normal
4;3;500,34;14;7;27;22,4;;Normal
4;3;500,34;14;8;21;21,9;;Normal
4;3;500,34;14;9;20,3;;14,5;Torta
4;3;500,34;14;10;23,2;;;Normal
4;3;500,34;14;11;14,3;;6,4;Torta
4;3;500,34;14;12;17,6;;;Normal
4;3;500,34;14;13;24,3;;;Normal
4;3;500,34;14;14;27,2;;;Normal
4;3;500,34;14;15;31;21,2;;Dominante
4;3;500,34;14;16;11,4;;10,7;Torta
4;3;500,34;14;17;21,7;;;Normal
4;3;500,34;14;18;21,3;;;Normal
4;3;500,34;14;19;19,6;;;Normal
4;3;500,34;14;20;29,3;;;Normal
4;3;500,34;14;21;14,6;;12,3;Bifurcada acima DAP
4;3;500,34;14;22;24,6;;;Normal
4;3;500,34;14;23;;;;Morta
4;3;500,34;14;24;21,7;;;Normal
4;3;500,34;14;25;;;;Morta
4;3;500,34;14;26;33;22,9;;Dominante
4;3;500,34;14;27;14,1;;11,3;Torta
4;3;500,34;14;28;;;;Morta
4;3;500,34;14;29;22,9;;;Normal
4;3;500,34;14;30;36;22,8;;Dominante
4;3;500,34;14;31;;;;Morta
4;3;500,34;14;32;31,5;;12,8;Bifurcada acima DAP
4;3;500,34;14;33;;;;Morta
4;3;500,34;14;34;20,3;;8,5;Torta
4;3;500,34;14;35;15,2;;10,5;Torta
4;3;500,34;14;36;27,9;;;Normal
4;3;500,34;14;37;27,2;;;Normal
4;3;500,34;14;38;22,2;;8,6;Bifurcada acima DAP
4;3;500,34;14;39;24,5;;;Normal
4;3;500,34;14;40;19,3;;;Normal
4;3;500,34;14;41;14,1;;11,3;Bifurcada acima DAP
4;3;500,34;14;42;23,2;;;Normal
4;3;500,34;14;43;24,4;;;Normal
4;3;500,34;14;44;22,5;;;Normal
4;3;500,34;14;45;27,9;;;Normal
4;3;500,34;14;46;23,1;;;Normal
4;3;500,34;14;47;19,3;;;Normal
4;3;500,34;14;48;35;21,4;;Dominante
4;3;500,34;14;49;18,3;;;Normal
4;3;500,34;14;50;32,8;;16,9;Bifurcada acima DAP
4;3;500,34;14;51;;;;Morta
4;3;500,34;14;52;32;22,9;;Dominante
4;3;500,34;14;53;;;;Morta
4;3;500,34;14;54;26,3;;;Normal
4;3;500,34;14;55;;;;Morta
4;3;500,34;14;56;;;;Morta
4;3;500,34;14;57;22,6;;;Normal
4;3;500,34;14;58;19,2;;;Normal
4;3;500,34;14;59;11,3;;6,9;Torta
4;3;500,34;14;60;31,8;;7,1;Torta
4;3;500,34;14;61;18,5;;14,7;Torta
4;3;500,34;14;62;17,3;;;Bifurcada abaixo DAP
4;3;500,34;14;63;24,1;;;Bifurcada abaixo DAP
4;3;500,34;14;64;19,2;;;Normal
4;9;500,34;14;1;12,5;;10,9;Torta
4;9;500,34;14;2;32;21,5;;Dominante
4;9;500,34;14;3;21;19,6;;Normal
4;9;500,34;14;4;24;22,4;;Normal
4;9;500,34;14;5;12,5;;18,9;Torta
4;9;500,34;14;6;16,9;;18,8;Torta
4;9;500,34;14;7;;;;Morta
4;9;500,34;14;8;23,1;;9,7;Torta
4;9;500,34;14;9;16;21,7;;Normal
4;9;500,34;14;10;28;22,9;;Normal
4;9;500,34;14;11;19;18,9;;Normal
4;9;500,34;14;12;23,6;;5,4;Torta
4;9;500,34;14;13;15,2;;9,3;Torta
4;9;500,34;14;14;23,1;;;Normal
4;9;500,34;14;15;19,8;;;Normal
4;9;500,34;14;16;23,2;;;Normal
4;9;500,34;14;17;22,5;;;Normal
4;9;500,34;14;18;25;;;Normal
4;9;500,34;14;19;27,8;;;Normal
4;9;500,34;14;20;;;;Morta
4;9;500,34;14;21;23,6;;;Normal
4;9;500,34;14;22;34;22,5;;Dominante
4;9;500,34;14;23;22,6;;;Normal
4;9;500,34;14;24;23,4;;;Normal
4;9;500,34;14;25;27,8;;;Normal
4;9;500,34;14;26;21,9;;;Normal
4;9;500,34;14;27;25,8;;;Normal
4;9;500,34;14;28;;;;Morta
4;9;500,34;14;29;15,3;;;Normal
4;9;500,34;14;30;29;23,7;;Dominante
4;9;500,34;14;31;17,5;;14;Torta
4;9;500,34;14;32;25,8;;;Normal
4;9;500,34;14;33;23,3;;5,2;Bifurcada acima DAP
4;9;500,34;14;34;20,2;;;Normal
4;9;500,34;14;35;29;23,9;;Normal
4;9;500,34;14;36;14,6;;15,4;Torta
4;9;500,34;14;37;24,2;;;Normal
4;9;500,34;14;38;26,9;;;Normal
4;9;500,34;14;39;19,3;;8,3;Bifurcada acima DAP
4;9;500,34;14;40;20,2;;9;Torta
4;9;500,34;14;41;21,6;;12,1;Torta
4;9;500,34;14;42;16,8;;16,1;Torta
4;9;500,34;14;43;31;22,3;;Dominante
4;9;500,34;14;44;17,9;;;Normal
4;9;500,34;14;45;27;;;Normal
4;9;500,34;14;46;20,2;;18,1;Bifurcada acima DAP
4;9;500,34;14;47;;;;Morta
4;9;500,34;14;48;23,2;;;Normal
4;9;500,34;14;49;21,6;;18,6;Torta
4;9;500,34;14;50;11,9;;;Normal
4;9;500,34;14;51;18,1;;10,5;Torta
4;9;500,34;14;52;26,4;;13,6;Torta
4;9;500,34;14;53;25;;;Normal
4;9;500,34;14;54;20,1;;;Normal
4;9;500,34;14;55;25,6;;;Normal
4;9;500,34;14;56;22,4;;;Normal
4;9;500,34;14;57;23,8;;;Normal
4;9;500,34;14;58;23,7;;;Normal
4;9;500,34;14;59;21,6;;10,2;Torta
4;9;500,34;14;60;22,3;;;Normal
4;9;500,34;14;61;25,9;;;Normal
4;9;500,34;14;62;;;;Morta
4;9;500,34;14;63;18,6;;;Normal
4;9;500,34;14;64;26,9;;;Normal
4;9;500,34;14;65;;;;Morta
4;9;500,34;14;66;17,2;;;Normal
4;9;500,34;14;67;26,1;;;Normal
4;9;500,34;14;68;14,3;;12,6;Torta
4;9;500,34;14;69;28,3;;;Normal
4;9;500,34;14;70;23,2;;;Normal
4;9;500,34;14;71;25,6;;;Normal
4;9;500,34;14;72;31;23,1;;Dominante
4;9;500,34;14;73;28,6;;;Normal
4;9;500,34;14;74;24,2;;7,4;Torta
4;9;500,34;14;75;19,3;;;Normal
4;9;500,34;14;76;28,6;;;Normal
4;9;500,34;14;77;27,1;;;Normal
4;9;500,34;14;78;;;;Morta
4;9;500,34;14;79;23,2;;;Normal
4;9;500,34;14;80;23,9;;5,1;Torta
4;4;500,34;14;1;29;;19,8;Bifurcada acima DAP
4;4;500,34;14;2;26;25;;Normal
4;4;500,34;14;3;;;;Morta
4;4;500,34;14;4;;;;Morta
4;4;500,34;14;5;25;;13,9;Bifurcada acima DAP
4;4;500,34;14;6;15;23,3;;Normal
4;4;500,34;14;7;32;24,5;;Dominante
4;4;500,34;14;8;;;;Morta
4;4;500,34;14;9;28;24,7;;Normal
4;4;500,34;14;10;16;20,5;;Normal
4;4;500,34;14;11;15,3;;6,8;Torta
4;4;500,34;14;12;31,7;;6,9;Torta
4;4;500,34;14;13;25,9;;11,7;Bifurcada acima DAP
4;4;500,34;14;14;22,3;;;Normal
4;4;500,34;14;15;21,9;;;Normal
4;4;500,34;14;16;25,3;;;Normal
4;4;500,34;14;17;22,6;;;Normal
4;4;500,34;14;18;16,3;;10,5;Torta
4;4;500,34;14;19;19,2;;;Normal
4;4;500,34;14;20;;;;Morta
4;4;500,34;14;21;28,9;;;Normal
4;4;500,34;14;22;18,5;;18,2;Bifurcada acima DAP
4;4;500,34;14;23;16,7;;7,5;Torta
4;4;500,34;14;24;22,3;;7,1;Torta
4;4;500,34;14;25;29,1;;;Normal
4;4;500,34;14;26;;;;Morta
4;4;500,34;14;27;15,2;;;Normal
4;4;500,34;14;28;29,7;;;Normal
4;4;500,34;14;29;23,2;;7,5;Torta
4;4;500,34;14;30;33;23,9;;Dominante
4;4;500,34;14;31;30,9;;17,1;Bifurcada acima DAP
4;4;500,34;14;32;15,1;;19,4;Torta
4;4;500,34;14;33;29,8;;;Normal
4;4;500,34;14;34;25,6;;;Normal
4;4;500,34;14;35;;;;Morta
4;4;500,34;14;36;28,2;;;Normal
4;4;500,34;14;37;34;23,9;;Dominante
4;4;500,34;14;38;27,1;;16,9;Bifurcada acima DAP
4;4;500,34;14;39;22,9;;7,2;Bifurcada acima DAP
4;4;500,34;14;40;;;;Morta
4;4;500,34;14;41;25,2;;;Normal
4;4;500,34;14;42;;;;Morta
4;4;500,34;14;43;23,8;;;Normal
4;4;500,34;14;44;21,6;;;Normal
4;4;500,34;14;45;23,9;;;Normal
4;4;500,34;14;46;20,9;;;Normal
4;4;500,34;14;47;18,6;;;Normal
4;4;500,34;14;48;28,7;;;Normal
4;4;500,34;14;49;21,5;;;Bifurcada abaixo DAP
4;4;500,34;14;50;24,3;;;Bifurcada abaixo DAP
4;4;500,34;14;51;25,8;;;Normal
4;4;500,34;14;52;20,7;;15,4;Bifurcada acima DAP
4;4;500,34;14;53;20,3;;10,9;Torta
4;4;500,34;14;54;31;;;Normal
4;4;500,34;14;55;;;;Morta
4;4;500,34;14;56;28,3;;;Normal
4;4;500,34;14;57;17,4;;;Normal
4;4;500,34;14;58;19,6;;;Normal
4;4;500,34;14;59;25,8;;;Normal
4;4;500,34;14;60;33;;17,2;Bifurcada acima DAP
4;4;500,34;14;61;31,4;;;Normal
4;4;500,34;14;62;32;23,7;;Dominante
4;4;500,34;14;63;17,2;;;Normal
4;4;500,34;14;64;26,7;;;Normal
4;4;500,34;14;65;;;;Morta
4;4;500,34;14;66;18,2;;10,3;Torta
4;4;500,34;14;67;16,1;;18;Torta
4;4;500,34;14;68;37;22,9;;Dominante
4;4;500,34;14;69;27,3;;;Normal
4;4;500,34;14;70;20,2;;;Normal
4;4;500,34;14;71;24,8;;;Normal
4;4;500,34;14;72;21,3;;7,9;Torta
4;4;500,34;14;73;25,2;;8,4;Bifurcada acima DAP
4;4;500,34;14;74;16,9;;;Normal
4;7;500,34;14;1;23;21,1;;Normal
4;7;500,34;14;2;23;21,7;;Normal
4;7;500,34;14;3;22;20,8;;Normal
4;7;500,34;14;4;20,6;;17,1;Torta
4;7;500,34;14;5;25;21,5;;Normal
4;7;500,34;14;6;22;21,5;;Normal
4;7;500,34;14;7;28,9;;13,6;Torta
4;7;500,34;14;8;22,3;;9,7;Torta
4;7;500,34;14;9;22,6;;19,7;Bifurcada acima DAP
4;7;500,34;14;10;22,1;;;Normal
4;7;500,34;14;11;23,4;;;Normal
4;7;500,34;14;12;21;;;Normal
4;7;500,34;14;13;22,3;;;Normal
4;7;500,34;14;14;21,9;;;Bifurcada abaixo DAP
4;7;500,34;14;15;24,7;;;Bifurcada abaixo DAP
4;7;500,34;14;16;24,8;;;Normal
4;7;500,34;14;17;24,8;;;Normal
4;7;500,34;14;18;20,1;;;Normal
4;7;500,34;14;19;26,7;;;Normal
4;7;500,34;14;20;16,1;;7,5;Torta
4;7;500,34;14;21;27,5;;;Normal
4;7;500,34;14;22;21,8;;7,5;Torta
4;7;500,34;14;23;17,3;;10,1;Torta
4;7;500,34;14;24;18,5;;;Normal
4;7;500,34;14;25;25,9;;;Normal
4;7;500,34;14;26;23,6;;;Normal
4;7;500,34;14;27;23,8;;;Normal
4;7;500,34;14;28;38,5;;10,3;Bifurcada acima DAP
4;7;500,34;14;29;22,3;;;Normal
4;7;500,34;14;30;;;;Morta
4;7;500,34;14;31;24,6;;;Normal
4;7;500,34;14;32;30,7;;10,6;Torta
4;7;500,34;14;33;24,8;;18;Torta
4;7;500,34;14;34;29;21,7;;Dominante
4;7;500,34;14;35;14,6;;13,9;Torta
4;7;500,34;14;36;24,2;;;Normal
4;7;500,34;14;37;18,3;;11,5;Torta
4;7;500,34;14;38;25,7;;;Normal
4;7;500,34;14;39;12,1;;;Normal
4;7;500,34;14;40;20,2;;8,5;Bifurcada acima DAP
4;7;500,34;14;41;17,6;;6,5;Torta
4;7;500,34;14;42;16,1;;;Normal
4;7;500,34;14;43;22,9;;;Normal
4;7;500,34;14;44;24,6;;;Normal
4;7;500,34;14;45;;;;Morta
4;7;500,34;14;46;;;;Morta
4;7;500,34;14;47;26;;;Normal
4;7;500,34;14;48;27,8;;;Normal
4;7;500,34;14;49;24,2;;;Normal
4;7;500,34;14;50;29;22,5;;Dominante
4;7;500,34;14;51;30;23,4;;Dominante
4;7;500,34;14;52;;;;Morta
4;7;500,34;14;53;33;22,5;;Dominante
4;7;500,34;14;54;18,2;;9,6;Torta
4;7;500,34;14;55;20,7;;19,3;Torta
4;7;500,34;14;56;;;;Morta
4;7;500,34;14;57;26,1;;;Normal
4;7;500,34;14;58;23,2;;;Normal
4;7;500,34;14;59;29;23;;Dominante
4;7;500,34;14;60;16,6;;;Normal
4;7;500,34;14;61;17,5;;;Normal
4;7;500,34;14;62;25,7;;;Normal
4;7;500,34;14;63;24,9;;;Normal
4;7;500,34;14;64;23,2;;;Normal
4;7;500,34;14;65;24,6;;;Normal
4;7;500,34;14;66;19,1;;;Normal
4;7;500,34;14;67;21,2;;;Normal
4;7;500,34;14;68;20,5;;;Normal
4;7;500,34;14;69;20,3;;;Normal
4;7;500,34;14;70;25,2;;;Normal
4;7;500,34;14;71;14,5;;13,8;Bifurcada acima DAP
4;7;500,34;14;72;22,3;;15;Bifurcada acima DAP
4;7;500,34;14;73;25,2;;;Normal
4;7;500,34;14;74;25,1;;;Normal
4;7;500,34;14;75;24,3;;;Normal
4;7;500,34;14;76;21,2;;;Normal
4;7;500,34;14;77;18,4;;;Normal
4;7;500,34;14;78;14,3;;18,8;Torta
4;10;500,34;14;1;28;24;;Normal
4;10;500,34;14;2;31;24,9;;Normal
4;10;500,34;14;3;26,3;;18,3;Bifurcada acima DAP
4;10;500,34;14;4;29;;17,4;Torta
4;10;500,34;14;5;32,5;;11,2;Bifurcada acima DAP
4;10;500,34;14;6;32;24,2;;Normal
4;10;500,34;14;7;19,5;;6,4;Torta
4;10;500,34;14;8;22,8;;11,4;Torta
4;10;500,34;14;9;24;21,9;;Normal
4;10;500,34;14;10;25;22,6;;Normal
4;10;500,34;14;11;18;21,2;;Normal
4;10;500,34;14;12;24;21,6;;Normal
4;10;500,34;14;13;26,3;;;Normal
4;10;500,34;14;14;16,4;;8,5;Torta
4;10;500,34;14;15;;;;Morta
4;10;500,34;14;16;30,5;;;Normal
4;10;500,34;14;17;24,3;;;Normal
4;10;500,34;14;18;17,6;;;Normal
4;10;500,34;14;19;;;;Morta
4;10;500,34;14;20;28,3;;;Normal
4;10;500,34;14;21;;;;Morta
4;10;500,34;14;22;26,2;;;Normal
4;10;500,34;14;23;32;23,9;;Normal
4;10;500,34;14;24;19;;9,3;Torta
4;10;500,34;14;25;26;;;Normal
4;10;500,34;14;26;21,8;;;Normal
4;10;500,34;14;27;16,5;;9,1;Bifurcada acima DAP
4;10;500,34;14;28;28,9;;;Normal
4;10;500,34;14;29;25,3;;11,2;Torta
4;10;500,34;14;30;;;;Morta
4;10;500,34;14;31;21,7;;;Normal
4;10;500,34;14;32;19,2;;18,4;Bifurcada acima DAP
4;10;500,34;14;33;36;25,1;;Dominante
4;10;500,34;14;34;32;24,6;;Dominante
4;10;500,34;14;35;17,3;;;Normal
4;10;500,34;14;36;;;;Morta
4;10;500,34;14;37;22,5;;8,2;Bifurcada acima DAP
4;10;500,34;14;38;;;;Morta
4;10;500,34;14;39;20,7;;8,3;Torta
