plot;tree;dbh;h;family;specie
28;506;6,047887837;6;Bignoniaceae;Handroanthus albus
28;507;6,68450761;2;Myrtaceae;Myrcia sp1
28;507;4,774648293;2;Myrtaceae;Myrcia sp1
28;508;9,867606472;7;Fabaceae;Machaerium acutifoium
28;509;25,46479089;13;Fabaceae;Anadenanthera falcata
28;510;9,071831756;4;Myrtaceae;Myrcia sp1
28;510;8,594366927;3,5;Myrtaceae;Myrcia sp1
28;511;10,82253613;5;Myrtaceae;Myrcia sp1
28;512;5,411268065;2;Sapotaceae;Pouteria torta
28;513;6,047887837;2,5;Sapotaceae;Pouteria torta
28;514;10,18591636;7,5;Caryocaraceae;Caryocar brasiliense
28;515;10,50422624;2,5;Myrtaceae;Myrcia sp1
28;516;8,276057041;5,5;Fabaceae;Leptolobium elegans
28;517;18,4619734;8,5;Sapotaceae;Pouteria torta
28;518;7,957747155;3;Melastomataceae;Miconia sp1
28;518;6,207042781;2,5;Melastomataceae;Miconia sp1
28;519;7,957747155;3;Myrtaceae;Myrcia sp1
28;519;6,207042781;3;Myrtaceae;Myrcia sp1
28;520;8,912676813;6;Caryocaraceae;Caryocar brasiliense
28;521;8,75352187;5;Fabaceae;Leptolobium elegans
28;522;5,411268065;2;Myrtaceae;Myrcia sp1
28;522;5,092958179;2,5;Myrtaceae;Myrcia sp1
28;523;6,207042781;5;Fabaceae;Leptolobium elegans
28;524;10,50422624;3,5;Myrtaceae;Myrcia sp1
28;524;8,912676813;3;Myrtaceae;Myrcia sp1
28;524;5,729577951;2,5;Myrtaceae;Myrcia sp1
28;525;5,252113122;3,5;Fabaceae;Leptolobium elegans
28;526;6,047887837;2,5;Myrtaceae;Myrcia sp1
29;527;8,435211984;5,5;Malpighiaceae;Byrsonima verbascifolia
29;528;18,4619734;9;Vochysiaceae;Qualea grandiflora
29;529;5,092958179;2,5;Sapotaceae;Pouteria ramiflora
29;530;5,411268065;2;Vochysiaceae;Qualea grandiflora
29;531;7,002817496;5;Myrtaceae;Myrcia sp1
29;532;12,41408556;6,5;Sapotaceae;Pouteria torta
29;532;9,867606472;3,5;Sapotaceae;Pouteria torta
29;533;6,207042781;2,5;Sapotaceae;Pouteria torta
29;534;13,36901522;10;Vochysiaceae;Qualea parviflora
29;534;10,02676141;4,5;Vochysiaceae;Qualea parviflora
29;535;7,798592212;2,5;Fabaceae;Leptolobium elegans
29;536;5,092958179;5;Fabaceae;Calliandra sp1
29;537;5,411268065;3,5;Fabaceae;Calliandra sp1
29;538;9,549296586;4;Sapotaceae;Pouteria torta
29;539;5,888732894;3;Fabaceae;Leptolobium elegans
29;540;8,276057041;5;Malpighiaceae;Byrsonima coccolobifolia
29;541;7,002817496;3;Myrtaceae;Myrcia sp1
29;542;22,60000192;7;Bignoniaceae;Tabebuia aurea
29;543;9,230986699;3,5;Myrtaceae;Myrcia sp1
29;544;18,78028328;8,5;Dilleniaceae;Curatella americana
29;545;21,64507226;12;Vochysiaceae;Qualea parviflora
29;546;9,549296586;2,5;Myrtaceae;Psidium laruotteanum
